,episode,round,state,action,reward,done,model,environment
469,130,1,0,1.0,-1.0,False,SARSA,ABC
470,130,2,1,1.0,-1.0,False,SARSA,ABC
471,130,3,2,,10.0,True,SARSA,ABC
472,131,0,0,1.0,,,SARSA,ABC
473,131,1,1,1.0,-1.0,False,SARSA,ABC
474,131,2,2,,10.0,True,SARSA,ABC
475,132,0,0,1.0,,,SARSA,ABC
476,132,1,1,1.0,-1.0,False,SARSA,ABC
477,132,2,2,,10.0,True,SARSA,ABC
478,133,0,0,1.0,,,SARSA,ABC
479,133,1,0,0.0,-1.0,False,SARSA,ABC
480,133,2,0,1.0,-1.0,False,SARSA,ABC
481,133,3,1,1.0,-1.0,False,SARSA,ABC
482,133,4,2,,10.0,True,SARSA,ABC
483,134,0,0,1.0,,,SARSA,ABC
484,134,1,1,1.0,-1.0,False,SARSA,ABC
485,134,2,2,,10.0,True,SARSA,ABC
486,135,0,0,1.0,,,SARSA,ABC
487,135,1,1,1.0,-1.0,False,SARSA,ABC
488,135,2,2,,10.0,True,SARSA,ABC
489,136,0,0,1.0,,,SARSA,ABC
490,136,1,1,1.0,-1.0,False,SARSA,ABC
491,136,2,2,,10.0,True,SARSA,ABC
492,137,0,0,1.0,,,SARSA,ABC
493,137,1,0,1.0,-1.0,False,SARSA,ABC
494,137,2,1,1.0,-1.0,False,SARSA,ABC
495,137,3,2,,10.0,True,SARSA,ABC
496,138,0,0,1.0,,,SARSA,ABC
497,138,1,1,1.0,-1.0,False,SARSA,ABC
498,138,2,2,,10.0,True,SARSA,ABC
499,139,0,0,0.0,,,SARSA,ABC
500,139,1,0,1.0,-1.0,False,SARSA,ABC
501,139,2,1,1.0,-1.0,False,SARSA,ABC
502,139,3,2,,10.0,True,SARSA,ABC
503,140,0,0,1.0,,,SARSA,ABC
504,140,1,1,1.0,-1.0,False,SARSA,ABC
505,140,2,2,,10.0,True,SARSA,ABC
506,141,0,0,0.0,,,SARSA,ABC
507,141,1,0,1.0,-1.0,False,SARSA,ABC
508,141,2,1,1.0,-1.0,False,SARSA,ABC
509,141,3,2,,10.0,True,SARSA,ABC
510,142,0,0,1.0,,,SARSA,ABC
511,142,1,1,1.0,-1.0,False,SARSA,ABC
512,142,2,1,1.0,-1.0,False,SARSA,ABC
513,142,3,2,,10.0,True,SARSA,ABC
514,143,0,0,0.0,,,SARSA,ABC
515,143,1,0,1.0,-1.0,False,SARSA,ABC
516,143,2,0,1.0,-1.0,False,SARSA,ABC
517,143,3,1,1.0,-1.0,False,SARSA,ABC
518,143,4,2,,10.0,True,SARSA,ABC
519,144,0,0,1.0,,,SARSA,ABC
