,episode,round,state,action,reward,done,model,environment
88,19,1,171,5.0,0.0,False,Q_learning,TriquiEnv
89,19,2,176,6.0,0.0,False,Q_learning,TriquiEnv
90,19,3,14027,,-1.0,True,Q_learning,TriquiEnv
91,20,0,0,2.0,,,Q_learning,TriquiEnv
92,20,1,171,1.0,0.0,False,Q_learning,TriquiEnv
93,20,2,13536,1.0,0.0,False,Q_learning,TriquiEnv
94,20,3,13536,,-1000.0,True,Q_learning,TriquiEnv
95,21,0,0,4.0,,,Q_learning,TriquiEnv
96,21,1,13203,0.0,0.0,False,Q_learning,TriquiEnv
97,21,2,13203,,-1000.0,True,Q_learning,TriquiEnv
98,22,0,0,2.0,,,Q_learning,TriquiEnv
99,22,1,171,0.0,0.0,False,Q_learning,TriquiEnv
100,22,2,7218,0.0,0.0,False,Q_learning,TriquiEnv
101,22,3,7218,,-1000.0,True,Q_learning,TriquiEnv
102,23,0,0,1.0,,,Q_learning,TriquiEnv
103,23,1,13365,2.0,0.0,False,Q_learning,TriquiEnv
104,23,2,17748,6.0,0.0,False,Q_learning,TriquiEnv
105,23,3,18639,6.0,0.0,False,Q_learning,TriquiEnv
106,23,4,18639,,-1000.0,True,Q_learning,TriquiEnv
107,24,0,0,4.0,,,Q_learning,TriquiEnv
108,24,1,13203,7.0,0.0,False,Q_learning,TriquiEnv
109,24,2,13716,1.0,0.0,False,Q_learning,TriquiEnv
110,24,3,13716,,-1000.0,True,Q_learning,TriquiEnv
111,25,0,0,5.0,,,Q_learning,TriquiEnv
112,25,1,21,1.0,0.0,False,Q_learning,TriquiEnv
113,25,2,4638,3.0,0.0,False,Q_learning,TriquiEnv
114,25,3,4638,,-1000.0,True,Q_learning,TriquiEnv
115,26,0,0,3.0,,,Q_learning,TriquiEnv
116,26,1,15309,2.0,0.0,False,Q_learning,TriquiEnv
117,26,2,15480,4.0,0.0,False,Q_learning,TriquiEnv
118,26,3,15480,,-1000.0,True,Q_learning,TriquiEnv
119,27,0,0,8.0,,,Q_learning,TriquiEnv
120,27,1,163,8.0,0.0,False,Q_learning,TriquiEnv
121,27,2,163,,-1000.0,True,Q_learning,TriquiEnv
122,28,0,0,1.0,,,Q_learning,TriquiEnv
123,28,1,13365,2.0,0.0,False,Q_learning,TriquiEnv
124,28,2,17748,5.0,0.0,False,Q_learning,TriquiEnv
125,28,3,19209,,-1.0,True,Q_learning,TriquiEnv
126,29,0,0,8.0,,,Q_learning,TriquiEnv
127,29,1,163,2.0,0.0,False,Q_learning,TriquiEnv
128,29,2,178,6.0,0.0,False,Q_learning,TriquiEnv
129,29,3,5281,,-1.0,True,Q_learning,TriquiEnv
130,30,0,0,2.0,,,Q_learning,TriquiEnv
131,30,1,171,4.0,0.0,False,Q_learning,TriquiEnv
132,30,2,171,,-1000.0,True,Q_learning,TriquiEnv
133,31,0,0,3.0,,,Q_learning,TriquiEnv
134,31,1,15309,6.0,0.0,False,Q_learning,TriquiEnv
135,31,2,16524,1.0,0.0,False,Q_learning,TriquiEnv
136,31,3,16524,,-1000.0,True,Q_learning,TriquiEnv
137,32,0,0,6.0,,,Q_learning,TriquiEnv
138,32,1,891,2.0,0.0,False,Q_learning,TriquiEnv
139,32,2,1386,2.0,0.0,False,Q_learning,TriquiEnv
140,32,3,1386,,-1000.0,True,Q_learning,TriquiEnv
141,33,0,0,1.0,,,Q_learning,TriquiEnv
142,33,1,13365,2.0,0.0,False,Q_learning,TriquiEnv
143,33,2,17748,7.0,0.0,False,Q_learning,TriquiEnv
144,33,3,17937,1.0,0.0,False,Q_learning,TriquiEnv
145,33,4,17937,,-1000.0,True,Q_learning,TriquiEnv
146,34,0,0,0.0,,,Q_learning,TriquiEnv
147,34,1,6723,1.0,0.0,False,Q_learning,TriquiEnv
148,34,2,6984,1.0,0.0,False,Q_learning,TriquiEnv
149,34,3,6984,,-1000.0,True,Q_learning,TriquiEnv
150,35,0,0,0.0,,,Q_learning,TriquiEnv
151,35,1,6723,4.0,0.0,False,Q_learning,TriquiEnv
152,35,2,6723,,-1000.0,True,Q_learning,TriquiEnv
153,36,0,0,0.0,,,Q_learning,TriquiEnv
154,36,1,6723,4.0,0.0,False,Q_learning,TriquiEnv
155,36,2,6723,,-1000.0,True,Q_learning,TriquiEnv
156,37,0,0,2.0,,,Q_learning,TriquiEnv
157,37,1,171,5.0,0.0,False,Q_learning,TriquiEnv
158,37,2,176,0.0,0.0,False,Q_learning,TriquiEnv
159,37,3,7223,0.0,0.0,False,Q_learning,TriquiEnv
160,37,4,7223,,-1000.0,True,Q_learning,TriquiEnv
161,38,0,0,5.0,,,Q_learning,TriquiEnv
162,38,1,21,4.0,0.0,False,Q_learning,TriquiEnv
163,38,2,4476,2.0,0.0,False,Q_learning,TriquiEnv
164,38,3,4476,,-1000.0,True,Q_learning,TriquiEnv
165,39,0,0,1.0,,,Q_learning,TriquiEnv
166,39,1,13365,0.0,0.0,False,Q_learning,TriquiEnv
167,39,2,13365,,-1000.0,True,Q_learning,TriquiEnv
168,40,0,0,0.0,,,Q_learning,TriquiEnv
169,40,1,6723,0.0,0.0,False,Q_learning,TriquiEnv
170,40,2,6723,,-1000.0,True,Q_learning,TriquiEnv
171,41,0,0,7.0,,,Q_learning,TriquiEnv
172,41,1,513,3.0,0.0,False,Q_learning,TriquiEnv
173,41,2,4158,3.0,0.0,False,Q_learning,TriquiEnv
174,41,3,4158,,-1000.0,True,Q_learning,TriquiEnv
175,42,0,0,0.0,,,Q_learning,TriquiEnv
176,42,1,6723,4.0,0.0,False,Q_learning,TriquiEnv
177,42,2,6723,,-1000.0,True,Q_learning,TriquiEnv
178,43,0,0,7.0,,,Q_learning,TriquiEnv
179,43,1,513,0.0,0.0,False,Q_learning,TriquiEnv
180,43,2,8532,0.0,0.0,False,Q_learning,TriquiEnv
181,43,3,8532,,-1000.0,True,Q_learning,TriquiEnv
182,44,0,0,5.0,,,Q_learning,TriquiEnv
183,44,1,21,3.0,0.0,False,Q_learning,TriquiEnv
184,44,2,2370,3.0,0.0,False,Q_learning,TriquiEnv
185,44,3,2370,,-1000.0,True,Q_learning,TriquiEnv
186,45,0,0,4.0,,,Q_learning,TriquiEnv
187,45,1,13203,5.0,0.0,False,Q_learning,TriquiEnv
188,45,2,17580,4.0,0.0,False,Q_learning,TriquiEnv
189,45,3,17580,,-1000.0,True,Q_learning,TriquiEnv
190,46,0,0,2.0,,,Q_learning,TriquiEnv
191,46,1,171,5.0,0.0,False,Q_learning,TriquiEnv
192,46,2,176,1.0,0.0,False,Q_learning,TriquiEnv
193,46,3,13541,,-1.0,True,Q_learning,TriquiEnv
194,47,0,0,6.0,,,Q_learning,TriquiEnv
195,47,1,891,6.0,0.0,False,Q_learning,TriquiEnv
196,47,2,891,,-1000.0,True,Q_learning,TriquiEnv
197,48,0,0,5.0,,,Q_learning,TriquiEnv
198,48,1,21,8.0,0.0,False,Q_learning,TriquiEnv
199,48,2,13144,7.0,0.0,False,Q_learning,TriquiEnv
200,48,3,13657,,-1.0,True,Q_learning,TriquiEnv
201,49,0,0,3.0,,,Q_learning,TriquiEnv
202,49,1,15309,7.0,0.0,False,Q_learning,TriquiEnv
203,49,2,15354,0.0,0.0,False,Q_learning,TriquiEnv
204,49,3,15354,,-1000.0,True,Q_learning,TriquiEnv
205,50,0,0,3.0,,,Q_learning,TriquiEnv
206,50,1,15309,8.0,0.0,False,Q_learning,TriquiEnv
207,50,2,15328,0.0,0.0,False,Q_learning,TriquiEnv
208,50,3,15328,,-1000.0,True,Q_learning,TriquiEnv
209,51,0,0,1.0,,,Q_learning,TriquiEnv
210,51,1,13365,7.0,0.0,False,Q_learning,TriquiEnv
211,51,2,13554,8.0,0.0,False,Q_learning,TriquiEnv
212,51,3,15013,4.0,0.0,False,Q_learning,TriquiEnv
213,51,4,15013,,-1000.0,True,Q_learning,TriquiEnv
214,52,0,0,4.0,,,Q_learning,TriquiEnv
215,52,1,13203,5.0,0.0,False,Q_learning,TriquiEnv
216,52,2,17580,8.0,0.0,False,Q_learning,TriquiEnv
217,52,3,17599,5.0,0.0,False,Q_learning,TriquiEnv
218,52,4,17599,,-1000.0,True,Q_learning,TriquiEnv
219,53,0,0,0.0,,,Q_learning,TriquiEnv
220,53,1,6723,3.0,0.0,False,Q_learning,TriquiEnv
221,53,2,10368,2.0,0.0,False,Q_learning,TriquiEnv
222,53,3,10863,3.0,0.0,False,Q_learning,TriquiEnv
223,53,4,10863,,-1000.0,True,Q_learning,TriquiEnv
224,54,0,0,7.0,,,Q_learning,TriquiEnv
225,54,1,513,3.0,0.0,False,Q_learning,TriquiEnv
226,54,2,4158,4.0,0.0,False,Q_learning,TriquiEnv
227,54,3,4245,6.0,0.0,False,Q_learning,TriquiEnv
228,54,4,4245,,-1000.0,True,Q_learning,TriquiEnv
229,55,0,0,5.0,,,Q_learning,TriquiEnv
230,55,1,21,8.0,0.0,False,Q_learning,TriquiEnv
231,55,2,13144,1.0,0.0,False,Q_learning,TriquiEnv
232,55,3,14845,7.0,0.0,False,Q_learning,TriquiEnv
233,55,4,19246,,-1.0,True,Q_learning,TriquiEnv
234,56,0,0,8.0,,,Q_learning,TriquiEnv
235,56,1,163,3.0,0.0,False,Q_learning,TriquiEnv
236,56,2,15472,4.0,0.0,False,Q_learning,TriquiEnv
