,episode,round,state,action,reward,done,model,environment
528,164,0,0,1.0,,,Q_learning,ABC
529,164,1,1,1.0,-1.0,False,Q_learning,ABC
530,164,2,2,,10.0,True,Q_learning,ABC
531,165,0,0,1.0,,,Q_learning,ABC
532,165,1,1,1.0,-1.0,False,Q_learning,ABC
533,165,2,1,1.0,-1.0,False,Q_learning,ABC
534,165,3,2,,10.0,True,Q_learning,ABC
535,166,0,0,1.0,,,Q_learning,ABC
536,166,1,1,1.0,-1.0,False,Q_learning,ABC
537,166,2,2,,10.0,True,Q_learning,ABC
538,167,0,0,1.0,,,Q_learning,ABC
539,167,1,1,1.0,-1.0,False,Q_learning,ABC
540,167,2,2,,10.0,True,Q_learning,ABC
541,168,0,0,1.0,,,Q_learning,ABC
542,168,1,1,1.0,-1.0,False,Q_learning,ABC
543,168,2,2,,10.0,True,Q_learning,ABC
544,169,0,0,1.0,,,Q_learning,ABC
545,169,1,0,1.0,-1.0,False,Q_learning,ABC
546,169,2,1,1.0,-1.0,False,Q_learning,ABC
547,169,3,1,1.0,-1.0,False,Q_learning,ABC
548,169,4,2,,10.0,True,Q_learning,ABC
549,170,0,0,1.0,,,Q_learning,ABC
550,170,1,1,1.0,-1.0,False,Q_learning,ABC
551,170,2,2,,10.0,True,Q_learning,ABC
552,171,0,0,1.0,,,Q_learning,ABC
553,171,1,1,1.0,-1.0,False,Q_learning,ABC
554,171,2,2,,10.0,True,Q_learning,ABC
555,172,0,0,1.0,,,Q_learning,ABC
556,172,1,1,1.0,-1.0,False,Q_learning,ABC
557,172,2,2,,10.0,True,Q_learning,ABC
558,173,0,0,1.0,,,Q_learning,ABC
559,173,1,1,1.0,-1.0,False,Q_learning,ABC
560,173,2,2,,10.0,True,Q_learning,ABC
561,174,0,0,1.0,,,Q_learning,ABC
562,174,1,1,1.0,-1.0,False,Q_learning,ABC
563,174,2,2,,10.0,True,Q_learning,ABC
564,175,0,0,1.0,,,Q_learning,ABC
565,175,1,1,1.0,-1.0,False,Q_learning,ABC
566,175,2,2,,10.0,True,Q_learning,ABC
567,176,0,0,1.0,,,Q_learning,ABC
568,176,1,1,1.0,-1.0,False,Q_learning,ABC
569,176,2,2,,10.0,True,Q_learning,ABC
570,177,0,0,1.0,,,Q_learning,ABC
571,177,1,1,1.0,-1.0,False,Q_learning,ABC
572,177,2,2,,10.0,True,Q_learning,ABC
573,178,0,0,1.0,,,Q_learning,ABC
574,178,1,1,1.0,-1.0,False,Q_learning,ABC
575,178,2,2,,10.0,True,Q_learning,ABC
576,179,0,0,0.0,,,Q_learning,ABC
577,179,1,0,1.0,-1.0,False,Q_learning,ABC
578,179,2,1,1.0,-1.0,False,Q_learning,ABC
579,179,3,2,,10.0,True,Q_learning,ABC
580,180,0,0,1.0,,,Q_learning,ABC
581,180,1,1,1.0,-1.0,False,Q_learning,ABC
582,180,2,2,,10.0,True,Q_learning,ABC
583,181,0,0,1.0,,,Q_learning,ABC
584,181,1,1,1.0,-1.0,False,Q_learning,ABC
585,181,2,2,,10.0,True,Q_learning,ABC
586,182,0,0,1.0,,,Q_learning,ABC
587,182,1,1,1.0,-1.0,False,Q_learning,ABC
588,182,2,2,,10.0,True,Q_learning,ABC
589,183,0,0,1.0,,,Q_learning,ABC
590,183,1,1,1.0,-1.0,False,Q_learning,ABC
591,183,2,2,,10.0,True,Q_learning,ABC
592,184,0,0,1.0,,,Q_learning,ABC
593,184,1,1,1.0,-1.0,False,Q_learning,ABC
594,184,2,2,,10.0,True,Q_learning,ABC
595,185,0,0,1.0,,,Q_learning,ABC
596,185,1,1,1.0,-1.0,False,Q_learning,ABC
597,185,2,2,,10.0,True,Q_learning,ABC
598,186,0,0,1.0,,,Q_learning,ABC
599,186,1,1,1.0,-1.0,False,Q_learning,ABC
600,186,2,2,,10.0,True,Q_learning,ABC
601,187,0,0,1.0,,,Q_learning,ABC
602,187,1,1,1.0,-1.0,False,Q_learning,ABC
603,187,2,2,,10.0,True,Q_learning,ABC
604,188,0,0,1.0,,,Q_learning,ABC
605,188,1,1,1.0,-1.0,False,Q_learning,ABC
606,188,2,2,,10.0,True,Q_learning,ABC
607,189,0,0,1.0,,,Q_learning,ABC
608,189,1,1,1.0,-1.0,False,Q_learning,ABC
609,189,2,2,,10.0,True,Q_learning,ABC
610,190,0,0,1.0,,,Q_learning,ABC
611,190,1,0,1.0,-1.0,False,Q_learning,ABC
612,190,2,1,1.0,-1.0,False,Q_learning,ABC
613,190,3,1,1.0,-1.0,False,Q_learning,ABC
614,190,4,2,,10.0,True,Q_learning,ABC
615,191,0,0,1.0,,,Q_learning,ABC
616,191,1,1,1.0,-1.0,False,Q_learning,ABC
617,191,2,2,,10.0,True,Q_learning,ABC
618,192,0,0,1.0,,,Q_learning,ABC
619,192,1,1,1.0,-1.0,False,Q_learning,ABC
620,192,2,2,,10.0,True,Q_learning,ABC
621,193,0,0,1.0,,,Q_learning,ABC
622,193,1,0,1.0,-1.0,False,Q_learning,ABC
623,193,2,1,1.0,-1.0,False,Q_learning,ABC
624,193,3,2,,10.0,True,Q_learning,ABC
625,194,0,0,1.0,,,Q_learning,ABC
626,194,1,1,1.0,-1.0,False,Q_learning,ABC
627,194,2,2,,10.0,True,Q_learning,ABC
628,195,0,0,1.0,,,Q_learning,ABC
629,195,1,1,1.0,-1.0,False,Q_learning,ABC
630,195,2,2,,10.0,True,Q_learning,ABC
631,196,0,0,1.0,,,Q_learning,ABC
632,196,1,1,1.0,-1.0,False,Q_learning,ABC
633,196,2,2,,10.0,True,Q_learning,ABC
634,197,0,0,1.0,,,Q_learning,ABC
635,197,1,1,1.0,-1.0,False,Q_learning,ABC
636,197,2,2,,10.0,True,Q_learning,ABC
637,198,0,0,1.0,,,Q_learning,ABC
638,198,1,0,1.0,-1.0,False,Q_learning,ABC
639,198,2,1,1.0,-1.0,False,Q_learning,ABC
640,198,3,1,1.0,-1.0,False,Q_learning,ABC
641,198,4,1,1.0,-1.0,False,Q_learning,ABC
642,198,5,1,1.0,-1.0,False,Q_learning,ABC
643,198,6,2,,10.0,True,Q_learning,ABC
644,199,0,0,1.0,,,Q_learning,ABC
645,199,1,1,1.0,-1.0,False,Q_learning,ABC
646,199,2,2,,10.0,True,Q_learning,ABC
647,200,0,0,1.0,,,Q_learning,ABC
648,200,1,1,1.0,-1.0,False,Q_learning,ABC
649,200,2,2,,10.0,True,Q_learning,ABC
650,201,0,0,1.0,,,Q_learning,ABC
651,201,1,1,1.0,-1.0,False,Q_learning,ABC
652,201,2,2,,10.0,True,Q_learning,ABC
653,202,0,0,1.0,,,Q_learning,ABC
654,202,1,1,1.0,-1.0,False,Q_learning,ABC
655,202,2,2,,10.0,True,Q_learning,ABC
656,203,0,0,1.0,,,Q_learning,ABC
657,203,1,1,1.0,-1.0,False,Q_learning,ABC
658,203,2,2,,10.0,True,Q_learning,ABC
659,204,0,0,1.0,,,Q_learning,ABC
660,204,1,1,1.0,-1.0,False,Q_learning,ABC
661,204,2,2,,10.0,True,Q_learning,ABC
662,205,0,0,1.0,,,Q_learning,ABC
663,205,1,1,1.0,-1.0,False,Q_learning,ABC
664,205,2,2,,10.0,True,Q_learning,ABC
665,206,0,0,1.0,,,Q_learning,ABC
666,206,1,1,1.0,-1.0,False,Q_learning,ABC
667,206,2,2,,10.0,True,Q_learning,ABC
668,207,0,0,1.0,,,Q_learning,ABC
669,207,1,1,1.0,-1.0,False,Q_learning,ABC
670,207,2,2,,10.0,True,Q_learning,ABC
671,208,0,0,1.0,,,Q_learning,ABC
672,208,1,1,1.0,-1.0,False,Q_learning,ABC
673,208,2,2,,10.0,True,Q_learning,ABC
674,209,0,0,1.0,,,Q_learning,ABC
675,209,1,1,1.0,-1.0,False,Q_learning,ABC
676,209,2,2,,10.0,True,Q_learning,ABC
677,210,0,0,1.0,,,Q_learning,ABC
678,210,1,1,1.0,-1.0,False,Q_learning,ABC
679,210,2,2,,10.0,True,Q_learning,ABC
680,211,0,0,1.0,,,Q_learning,ABC
681,211,1,1,1.0,-1.0,False,Q_learning,ABC
682,211,2,2,,10.0,True,Q_learning,ABC
683,212,0,0,1.0,,,Q_learning,ABC
684,212,1,1,1.0,-1.0,False,Q_learning,ABC
685,212,2,2,,10.0,True,Q_learning,ABC
686,213,0,0,1.0,,,Q_learning,ABC
687,213,1,1,1.0,-1.0,False,Q_learning,ABC
688,213,2,2,,10.0,True,Q_learning,ABC
689,214,0,0,1.0,,,Q_learning,ABC
690,214,1,1,1.0,-1.0,False,Q_learning,ABC
691,214,2,2,,10.0,True,Q_learning,ABC
692,215,0,0,1.0,,,Q_learning,ABC
693,215,1,1,1.0,-1.0,False,Q_learning,ABC
694,215,2,1,1.0,-1.0,False,Q_learning,ABC
695,215,3,2,,10.0,True,Q_learning,ABC
696,216,0,0,1.0,,,Q_learning,ABC
697,216,1,1,1.0,-1.0,False,Q_learning,ABC
698,216,2,2,,10.0,True,Q_learning,ABC
699,217,0,0,1.0,,,Q_learning,ABC
700,217,1,1,1.0,-1.0,False,Q_learning,ABC
701,217,2,2,,10.0,True,Q_learning,ABC
702,218,0,0,1.0,,,Q_learning,ABC
703,218,1,0,0.0,-1.0,False,Q_learning,ABC
704,218,2,0,1.0,-1.0,False,Q_learning,ABC
705,218,3,1,1.0,-1.0,False,Q_learning,ABC
706,218,4,1,1.0,-1.0,False,Q_learning,ABC
707,218,5,2,,10.0,True,Q_learning,ABC
708,219,0,0,1.0,,,Q_learning,ABC
709,219,1,1,1.0,-1.0,False,Q_learning,ABC
710,219,2,2,,10.0,True,Q_learning,ABC
711,220,0,0,1.0,,,Q_learning,ABC
712,220,1,1,1.0,-1.0,False,Q_learning,ABC
713,220,2,2,,10.0,True,Q_learning,ABC
714,221,0,0,1.0,,,Q_learning,ABC
715,221,1,1,1.0,-1.0,False,Q_learning,ABC
716,221,2,2,,10.0,True,Q_learning,ABC
717,222,0,0,1.0,,,Q_learning,ABC
718,222,1,1,1.0,-1.0,False,Q_learning,ABC
719,222,2,2,,10.0,True,Q_learning,ABC
720,223,0,0,1.0,,,Q_learning,ABC
721,223,1,1,1.0,-1.0,False,Q_learning,ABC
722,223,2,1,1.0,-1.0,False,Q_learning,ABC
723,223,3,1,1.0,-1.0,False,Q_learning,ABC
724,223,4,2,,10.0,True,Q_learning,ABC
725,224,0,0,1.0,,,Q_learning,ABC
726,224,1,1,1.0,-1.0,False,Q_learning,ABC
727,224,2,2,,10.0,True,Q_learning,ABC
728,225,0,0,1.0,,,Q_learning,ABC
729,225,1,0,1.0,-1.0,False,Q_learning,ABC
730,225,2,1,1.0,-1.0,False,Q_learning,ABC
731,225,3,2,,10.0,True,Q_learning,ABC
732,226,0,0,1.0,,,Q_learning,ABC
733,226,1,1,1.0,-1.0,False,Q_learning,ABC
734,226,2,2,,10.0,True,Q_learning,ABC
735,227,0,0,1.0,,,Q_learning,ABC
736,227,1,1,1.0,-1.0,False,Q_learning,ABC
737,227,2,2,,10.0,True,Q_learning,ABC
738,228,0,0,1.0,,,Q_learning,ABC
739,228,1,1,1.0,-1.0,False,Q_learning,ABC
740,228,2,2,,10.0,True,Q_learning,ABC
741,229,0,0,1.0,,,Q_learning,ABC
742,229,1,1,1.0,-1.0,False,Q_learning,ABC
743,229,2,1,1.0,-1.0,False,Q_learning,ABC
744,229,3,2,,10.0,True,Q_learning,ABC
745,230,0,0,1.0,,,Q_learning,ABC
746,230,1,1,1.0,-1.0,False,Q_learning,ABC
747,230,2,2,,10.0,True,Q_learning,ABC
748,231,0,0,1.0,,,Q_learning,ABC
749,231,1,1,1.0,-1.0,False,Q_learning,ABC
750,231,2,2,,10.0,True,Q_learning,ABC
751,232,0,0,1.0,,,Q_learning,ABC
752,232,1,1,1.0,-1.0,False,Q_learning,ABC
753,232,2,2,,10.0,True,Q_learning,ABC
754,233,0,0,1.0,,,Q_learning,ABC
755,233,1,1,1.0,-1.0,False,Q_learning,ABC
756,233,2,2,,10.0,True,Q_learning,ABC
757,234,0,0,1.0,,,Q_learning,ABC
758,234,1,1,1.0,-1.0,False,Q_learning,ABC
759,234,2,2,,10.0,True,Q_learning,ABC
760,235,0,0,1.0,,,Q_learning,ABC
761,235,1,0,1.0,-1.0,False,Q_learning,ABC
762,235,2,1,1.0,-1.0,False,Q_learning,ABC
763,235,3,2,,10.0,True,Q_learning,ABC
764,236,0,0,1.0,,,Q_learning,ABC
765,236,1,1,1.0,-1.0,False,Q_learning,ABC
766,236,2,2,,10.0,True,Q_learning,ABC
767,237,0,0,1.0,,,Q_learning,ABC
768,237,1,0,1.0,-1.0,False,Q_learning,ABC
769,237,2,1,1.0,-1.0,False,Q_learning,ABC
770,237,3,2,,10.0,True,Q_learning,ABC
771,238,0,0,1.0,,,Q_learning,ABC
772,238,1,1,1.0,-1.0,False,Q_learning,ABC
773,238,2,2,,10.0,True,Q_learning,ABC
774,239,0,0,1.0,,,Q_learning,ABC
775,239,1,1,1.0,-1.0,False,Q_learning,ABC
776,239,2,2,,10.0,True,Q_learning,ABC
777,240,0,0,1.0,,,Q_learning,ABC
778,240,1,0,1.0,-1.0,False,Q_learning,ABC
779,240,2,1,1.0,-1.0,False,Q_learning,ABC
780,240,3,2,,10.0,True,Q_learning,ABC
781,241,0,0,1.0,,,Q_learning,ABC
782,241,1,1,1.0,-1.0,False,Q_learning,ABC
783,241,2,2,,10.0,True,Q_learning,ABC
784,242,0,0,1.0,,,Q_learning,ABC
785,242,1,1,1.0,-1.0,False,Q_learning,ABC
786,242,2,2,,10.0,True,Q_learning,ABC
787,243,0,0,1.0,,,Q_learning,ABC
788,243,1,1,1.0,-1.0,False,Q_learning,ABC
789,243,2,2,,10.0,True,Q_learning,ABC
790,244,0,0,1.0,,,Q_learning,ABC
791,244,1,0,1.0,-1.0,False,Q_learning,ABC
792,244,2,1,1.0,-1.0,False,Q_learning,ABC
793,244,3,2,,10.0,True,Q_learning,ABC
794,245,0,0,1.0,,,Q_learning,ABC
795,245,1,1,1.0,-1.0,False,Q_learning,ABC
796,245,2,2,,10.0,True,Q_learning,ABC
797,246,0,0,1.0,,,Q_learning,ABC
798,246,1,1,1.0,-1.0,False,Q_learning,ABC
799,246,2,2,,10.0,True,Q_learning,ABC
800,247,0,0,1.0,,,Q_learning,ABC
801,247,1,1,1.0,-1.0,False,Q_learning,ABC
802,247,2,2,,10.0,True,Q_learning,ABC
803,248,0,0,1.0,,,Q_learning,ABC
804,248,1,1,1.0,-1.0,False,Q_learning,ABC
805,248,2,2,,10.0,True,Q_learning,ABC
806,249,0,0,1.0,,,Q_learning,ABC
807,249,1,1,1.0,-1.0,False,Q_learning,ABC
808,249,2,2,,10.0,True,Q_learning,ABC
809,250,0,0,1.0,,,Q_learning,ABC
810,250,1,1,1.0,-1.0,False,Q_learning,ABC
811,250,2,2,,10.0,True,Q_learning,ABC
812,251,0,0,1.0,,,Q_learning,ABC
813,251,1,1,1.0,-1.0,False,Q_learning,ABC
814,251,2,2,,10.0,True,Q_learning,ABC
815,252,0,0,1.0,,,Q_learning,ABC
816,252,1,1,1.0,-1.0,False,Q_learning,ABC
817,252,2,2,,10.0,True,Q_learning,ABC
818,253,0,0,1.0,,,Q_learning,ABC
819,253,1,1,1.0,-1.0,False,Q_learning,ABC
820,253,2,2,,10.0,True,Q_learning,ABC
821,254,0,0,1.0,,,Q_learning,ABC
822,254,1,1,1.0,-1.0,False,Q_learning,ABC
823,254,2,2,,10.0,True,Q_learning,ABC
824,255,0,0,1.0,,,Q_learning,ABC
825,255,1,1,1.0,-1.0,False,Q_learning,ABC
826,255,2,2,,10.0,True,Q_learning,ABC
827,256,0,0,1.0,,,Q_learning,ABC
828,256,1,1,1.0,-1.0,False,Q_learning,ABC
829,256,2,2,,10.0,True,Q_learning,ABC
830,257,0,0,1.0,,,Q_learning,ABC
831,257,1,1,1.0,-1.0,False,Q_learning,ABC
832,257,2,2,,10.0,True,Q_learning,ABC
833,258,0,0,1.0,,,Q_learning,ABC
834,258,1,1,1.0,-1.0,False,Q_learning,ABC
835,258,2,2,,10.0,True,Q_learning,ABC
836,259,0,0,1.0,,,Q_learning,ABC
837,259,1,1,1.0,-1.0,False,Q_learning,ABC
838,259,2,2,,10.0,True,Q_learning,ABC
839,260,0,0,1.0,,,Q_learning,ABC
840,260,1,1,1.0,-1.0,False,Q_learning,ABC
841,260,2,2,,10.0,True,Q_learning,ABC
842,261,0,0,1.0,,,Q_learning,ABC
843,261,1,1,1.0,-1.0,False,Q_learning,ABC
844,261,2,2,,10.0,True,Q_learning,ABC
845,262,0,0,1.0,,,Q_learning,ABC
846,262,1,1,1.0,-1.0,False,Q_learning,ABC
847,262,2,2,,10.0,True,Q_learning,ABC
848,263,0,0,1.0,,,Q_learning,ABC
849,263,1,1,1.0,-1.0,False,Q_learning,ABC
850,263,2,2,,10.0,True,Q_learning,ABC
851,264,0,0,1.0,,,Q_learning,ABC
852,264,1,1,1.0,-1.0,False,Q_learning,ABC
853,264,2,2,,10.0,True,Q_learning,ABC
854,265,0,0,1.0,,,Q_learning,ABC
855,265,1,1,1.0,-1.0,False,Q_learning,ABC
856,265,2,2,,10.0,True,Q_learning,ABC
857,266,0,0,1.0,,,Q_learning,ABC
858,266,1,1,1.0,-1.0,False,Q_learning,ABC
859,266,2,2,,10.0,True,Q_learning,ABC
860,267,0,0,1.0,,,Q_learning,ABC
861,267,1,0,1.0,-1.0,False,Q_learning,ABC
862,267,2,1,1.0,-1.0,False,Q_learning,ABC
863,267,3,2,,10.0,True,Q_learning,ABC
864,268,0,0,1.0,,,Q_learning,ABC
865,268,1,1,1.0,-1.0,False,Q_learning,ABC
866,268,2,2,,10.0,True,Q_learning,ABC
867,269,0,0,1.0,,,Q_learning,ABC
868,269,1,1,1.0,-1.0,False,Q_learning,ABC
869,269,2,2,,10.0,True,Q_learning,ABC
870,270,0,0,1.0,,,Q_learning,ABC
871,270,1,1,1.0,-1.0,False,Q_learning,ABC
872,270,2,2,,10.0,True,Q_learning,ABC
873,271,0,0,1.0,,,Q_learning,ABC
874,271,1,0,1.0,-1.0,False,Q_learning,ABC
875,271,2,1,1.0,-1.0,False,Q_learning,ABC
876,271,3,2,,10.0,True,Q_learning,ABC
877,272,0,0,1.0,,,Q_learning,ABC
878,272,1,1,1.0,-1.0,False,Q_learning,ABC
879,272,2,2,,10.0,True,Q_learning,ABC
880,273,0,0,1.0,,,Q_learning,ABC
881,273,1,1,1.0,-1.0,False,Q_learning,ABC
882,273,2,2,,10.0,True,Q_learning,ABC
883,274,0,0,1.0,,,Q_learning,ABC
884,274,1,1,1.0,-1.0,False,Q_learning,ABC
885,274,2,2,,10.0,True,Q_learning,ABC
886,275,0,0,0.0,,,Q_learning,ABC
887,275,1,0,1.0,-1.0,False,Q_learning,ABC
888,275,2,1,1.0,-1.0,False,Q_learning,ABC
889,275,3,2,,10.0,True,Q_learning,ABC
890,276,0,0,1.0,,,Q_learning,ABC
891,276,1,1,1.0,-1.0,False,Q_learning,ABC
892,276,2,2,,10.0,True,Q_learning,ABC
893,277,0,0,1.0,,,Q_learning,ABC
894,277,1,1,1.0,-1.0,False,Q_learning,ABC
895,277,2,2,,10.0,True,Q_learning,ABC
896,278,0,0,1.0,,,Q_learning,ABC
897,278,1,0,1.0,-1.0,False,Q_learning,ABC
898,278,2,0,1.0,-1.0,False,Q_learning,ABC
899,278,3,1,1.0,-1.0,False,Q_learning,ABC
900,278,4,2,,10.0,True,Q_learning,ABC
901,279,0,0,1.0,,,Q_learning,ABC
902,279,1,1,1.0,-1.0,False,Q_learning,ABC
903,279,2,2,,10.0,True,Q_learning,ABC
904,280,0,0,1.0,,,Q_learning,ABC
905,280,1,1,1.0,-1.0,False,Q_learning,ABC
906,280,2,2,,10.0,True,Q_learning,ABC
907,281,0,0,1.0,,,Q_learning,ABC
908,281,1,0,1.0,-1.0,False,Q_learning,ABC
909,281,2,1,1.0,-1.0,False,Q_learning,ABC
910,281,3,2,,10.0,True,Q_learning,ABC
911,282,0,0,1.0,,,Q_learning,ABC
912,282,1,1,1.0,-1.0,False,Q_learning,ABC
913,282,2,2,,10.0,True,Q_learning,ABC
914,283,0,0,1.0,,,Q_learning,ABC
915,283,1,1,1.0,-1.0,False,Q_learning,ABC
916,283,2,2,,10.0,True,Q_learning,ABC
917,284,0,0,1.0,,,Q_learning,ABC
918,284,1,1,1.0,-1.0,False,Q_learning,ABC
919,284,2,2,,10.0,True,Q_learning,ABC
920,285,0,0,1.0,,,Q_learning,ABC
921,285,1,1,1.0,-1.0,False,Q_learning,ABC
922,285,2,2,,10.0,True,Q_learning,ABC
923,286,0,0,1.0,,,Q_learning,ABC
924,286,1,1,1.0,-1.0,False,Q_learning,ABC
925,286,2,2,,10.0,True,Q_learning,ABC
926,287,0,0,1.0,,,Q_learning,ABC
927,287,1,1,1.0,-1.0,False,Q_learning,ABC
928,287,2,2,,10.0,True,Q_learning,ABC
929,288,0,0,1.0,,,Q_learning,ABC
930,288,1,1,1.0,-1.0,False,Q_learning,ABC
931,288,2,1,1.0,-1.0,False,Q_learning,ABC
932,288,3,1,1.0,-1.0,False,Q_learning,ABC
933,288,4,2,,10.0,True,Q_learning,ABC
934,289,0,0,1.0,,,Q_learning,ABC
935,289,1,1,1.0,-1.0,False,Q_learning,ABC
936,289,2,2,,10.0,True,Q_learning,ABC
937,290,0,0,1.0,,,Q_learning,ABC
938,290,1,0,1.0,-1.0,False,Q_learning,ABC
939,290,2,1,1.0,-1.0,False,Q_learning,ABC
940,290,3,2,,10.0,True,Q_learning,ABC
941,291,0,0,1.0,,,Q_learning,ABC
942,291,1,1,1.0,-1.0,False,Q_learning,ABC
943,291,2,2,,10.0,True,Q_learning,ABC
944,292,0,0,1.0,,,Q_learning,ABC
945,292,1,1,1.0,-1.0,False,Q_learning,ABC
946,292,2,2,,10.0,True,Q_learning,ABC
947,293,0,0,1.0,,,Q_learning,ABC
948,293,1,1,1.0,-1.0,False,Q_learning,ABC
949,293,2,2,,10.0,True,Q_learning,ABC
950,294,0,0,1.0,,,Q_learning,ABC
951,294,1,1,1.0,-1.0,False,Q_learning,ABC
952,294,2,2,,10.0,True,Q_learning,ABC
953,295,0,0,1.0,,,Q_learning,ABC
954,295,1,0,1.0,-1.0,False,Q_learning,ABC
955,295,2,1,1.0,-1.0,False,Q_learning,ABC
956,295,3,2,,10.0,True,Q_learning,ABC
957,296,0,0,1.0,,,Q_learning,ABC
958,296,1,1,1.0,-1.0,False,Q_learning,ABC
959,296,2,2,,10.0,True,Q_learning,ABC
960,297,0,0,0.0,,,Q_learning,ABC
961,297,1,0,1.0,-1.0,False,Q_learning,ABC
962,297,2,1,1.0,-1.0,False,Q_learning,ABC
963,297,3,2,,10.0,True,Q_learning,ABC
964,298,0,0,1.0,,,Q_learning,ABC
965,298,1,0,1.0,-1.0,False,Q_learning,ABC
966,298,2,1,1.0,-1.0,False,Q_learning,ABC
967,298,3,2,,10.0,True,Q_learning,ABC
968,299,0,0,1.0,,,Q_learning,ABC
969,299,1,1,1.0,-1.0,False,Q_learning,ABC
970,299,2,2,,10.0,True,Q_learning,ABC
971,300,0,0,1.0,,,Q_learning,ABC
972,300,1,1,1.0,-1.0,False,Q_learning,ABC
973,300,2,2,,10.0,True,Q_learning,ABC
974,301,0,0,1.0,,,Q_learning,ABC
975,301,1,1,1.0,-1.0,False,Q_learning,ABC
976,301,2,2,,10.0,True,Q_learning,ABC
977,302,0,0,1.0,,,Q_learning,ABC
978,302,1,1,1.0,-1.0,False,Q_learning,ABC
979,302,2,2,,10.0,True,Q_learning,ABC
980,303,0,0,1.0,,,Q_learning,ABC
981,303,1,1,1.0,-1.0,False,Q_learning,ABC
982,303,2,2,,10.0,True,Q_learning,ABC
983,304,0,0,1.0,,,Q_learning,ABC
984,304,1,1,1.0,-1.0,False,Q_learning,ABC
985,304,2,2,,10.0,True,Q_learning,ABC
986,305,0,0,1.0,,,Q_learning,ABC
987,305,1,1,1.0,-1.0,False,Q_learning,ABC
988,305,2,2,,10.0,True,Q_learning,ABC
989,306,0,0,1.0,,,Q_learning,ABC
990,306,1,1,1.0,-1.0,False,Q_learning,ABC
991,306,2,1,1.0,-1.0,False,Q_learning,ABC
992,306,3,2,,10.0,True,Q_learning,ABC
993,307,0,0,1.0,,,Q_learning,ABC
994,307,1,1,1.0,-1.0,False,Q_learning,ABC
995,307,2,2,,10.0,True,Q_learning,ABC
996,308,0,0,1.0,,,Q_learning,ABC
997,308,1,1,1.0,-1.0,False,Q_learning,ABC
998,308,2,2,,10.0,True,Q_learning,ABC
999,309,0,0,1.0,,,Q_learning,ABC
1000,309,1,1,1.0,-1.0,False,Q_learning,ABC
1001,309,2,2,,10.0,True,Q_learning,ABC
1002,310,0,0,1.0,,,Q_learning,ABC
1003,310,1,1,1.0,-1.0,False,Q_learning,ABC
1004,310,2,2,,10.0,True,Q_learning,ABC
1005,311,0,0,1.0,,,Q_learning,ABC
1006,311,1,1,1.0,-1.0,False,Q_learning,ABC
1007,311,2,2,,10.0,True,Q_learning,ABC
1008,312,0,0,1.0,,,Q_learning,ABC
1009,312,1,1,1.0,-1.0,False,Q_learning,ABC
1010,312,2,2,,10.0,True,Q_learning,ABC
1011,313,0,0,1.0,,,Q_learning,ABC
1012,313,1,1,1.0,-1.0,False,Q_learning,ABC
1013,313,2,1,1.0,-1.0,False,Q_learning,ABC
1014,313,3,2,,10.0,True,Q_learning,ABC
1015,314,0,0,1.0,,,Q_learning,ABC
1016,314,1,1,1.0,-1.0,False,Q_learning,ABC
1017,314,2,2,,10.0,True,Q_learning,ABC
1018,315,0,0,1.0,,,Q_learning,ABC
1019,315,1,1,1.0,-1.0,False,Q_learning,ABC
1020,315,2,2,,10.0,True,Q_learning,ABC
1021,316,0,0,1.0,,,Q_learning,ABC
1022,316,1,1,1.0,-1.0,False,Q_learning,ABC
1023,316,2,2,,10.0,True,Q_learning,ABC
1024,317,0,0,1.0,,,Q_learning,ABC
1025,317,1,1,0.0,-1.0,False,Q_learning,ABC
1026,317,2,0,1.0,-1.0,False,Q_learning,ABC
1027,317,3,1,1.0,-1.0,False,Q_learning,ABC
1028,317,4,2,,10.0,True,Q_learning,ABC
1029,318,0,0,1.0,,,Q_learning,ABC
1030,318,1,1,1.0,-1.0,False,Q_learning,ABC
1031,318,2,2,,10.0,True,Q_learning,ABC
1032,319,0,0,1.0,,,Q_learning,ABC
1033,319,1,0,1.0,-1.0,False,Q_learning,ABC
1034,319,2,0,1.0,-1.0,False,Q_learning,ABC
1035,319,3,1,1.0,-1.0,False,Q_learning,ABC
1036,319,4,2,,10.0,True,Q_learning,ABC
1037,320,0,0,1.0,,,Q_learning,ABC
1038,320,1,0,1.0,-1.0,False,Q_learning,ABC
1039,320,2,1,1.0,-1.0,False,Q_learning,ABC
1040,320,3,2,,10.0,True,Q_learning,ABC
1041,321,0,0,1.0,,,Q_learning,ABC
1042,321,1,1,1.0,-1.0,False,Q_learning,ABC
1043,321,2,2,,10.0,True,Q_learning,ABC
1044,322,0,0,1.0,,,Q_learning,ABC
1045,322,1,1,1.0,-1.0,False,Q_learning,ABC
1046,322,2,2,,10.0,True,Q_learning,ABC
1047,323,0,0,1.0,,,Q_learning,ABC
1048,323,1,1,1.0,-1.0,False,Q_learning,ABC
1049,323,2,1,1.0,-1.0,False,Q_learning,ABC
1050,323,3,2,,10.0,True,Q_learning,ABC
1051,324,0,0,1.0,,,Q_learning,ABC
1052,324,1,0,1.0,-1.0,False,Q_learning,ABC
1053,324,2,1,1.0,-1.0,False,Q_learning,ABC
1054,324,3,2,,10.0,True,Q_learning,ABC
1055,325,0,0,1.0,,,Q_learning,ABC
1056,325,1,1,1.0,-1.0,False,Q_learning,ABC
1057,325,2,2,,10.0,True,Q_learning,ABC
